Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2019-100081,2019-08-01,2019-08-05,Same Day,CU-7655,Customer 474,Consumer,United States,City,State,East,Furniture,Chairs,Chairs Product,1585.82,8,0.1,433.23
CA-2019-100082,2019-07-27,2019-07-28,Second Class,CU-4133,Customer 287,Corporate,United States,City,State,South,Furniture,Chairs,Chairs Product,50.02,1,0.2,9.24
CA-2019-100083,2019-08-25,2019-08-30,Second Class,CU-1690,Customer 16,Corporate,United States,City,State,West,Office Supplies,Paper,Paper Product,117.48,3,0.2,18.86
CA-2019-100084,2019-12-04,2019-12-07,First Class,CU-4695,Customer 127,Consumer,United States,City,State,Central,Office Supplies,Paper,Paper Product,551.71,9,0.0,66.34
CA-2019-100085,2019-02-22,2019-02-28,Standard Class,CU-5262,Customer 384,Corporate,United States,City,State,East,Technology,Accessories,Accessories Product,1002.89,9,0.3,46.31
CA-2019-100086,2019-10-07,2019-10-13,Second Class,CU-4816,Customer 490,Consumer,United States,City,State,West,Furniture,Chairs,Chairs Product,1750.42,1,0.2,167.09
CA-2019-100087,2019-08-05,2019-08-09,First Class,CU-6969,Customer 154,Consumer,United States,City,State,Central,Furniture,Tables,Tables Product,1883.92,5,0.3,286.3
CA-2019-100088,2019-09-09,2019-09-14,Same Day,CU-6591,Customer 110,Home Office,United States,City,State,East,Furniture,Chairs,Chairs Product,381.32,7,0.0,-31.83
CA-2019-100089,2019-07-07,2019-07-13,Same Day,CU-5261,Customer 188,Corporate,United States,City,State,West,Furniture,Bookcases,Bookcases Product,1003.11,3,0.3,-29.08
CA-2019-100090,2019-02-10,2019-02-13,Same Day,CU-7618,Customer 348,Consumer,United States,City,State,Central,Office Supplies,Paper,Paper Product,1493.9,4,0.3,9.04
CA-2019-100091,2019-06-06,2019-06-10,Standard Class,CU-6914,Customer 273,Consumer,United States,City,State,East,Furniture,Furnishings,Furnishings Product,745.36,8,0.1,-148.59
CA-2019-100092,2019-01-15,2019-01-18,Standard Class,CU-9118,Customer 5,Home Office,United States,City,State,South,Office Supplies,Paper,Paper Product,1046.12,2,0.0,23.2
CA-2019-100093,2019-10-28,2019-11-02,First Class,CU-8192,Customer 325,Home Office,United States,City,State,South,Furniture,Tables,Tables Product,1774.45,3,0.1,-169.1
CA-2019-100094,2019-03-06,2019-03-12,Standard Class,CU-1952,Customer 231,Home Office,United States,City,State,South,Office Supplies,Binders,Binders Product,1162.56,6,0.0,299.03
CA-2019-100095,2019-12-11,2019-12-13,Standard Class,CU-4231,Customer 38,Corporate,United States,City,State,Central,Furniture,Bookcases,Bookcases Product,1207.01,4,0.0,-133.47
CA-2019-100096,2019-11-23,2019-11-29,Standard Class,CU-7839,Customer 261,Consumer,United States,City,State,Central,Furniture,Furnishings,Furnishings Product,105.94,3,0.0,30.26
CA-2019-100097,2019-01-09,2019-01-14,Standard Class,CU-5817,Customer 434,Consumer,United States,City,State,Central,Furniture,Chairs,Chairs Product,1363.69,4,0.3,333.89
CA-2019-100098,2019-12-10,2019-12-16,Second Class,CU-4094,Customer 487,Corporate,United States,City,State,West,Furniture,Chairs,Chairs Product,1057.0,7,0.1,308.43
CA-2019-100099,2019-05-09,2019-05-15,Second Class,CU-1694,Customer 128,Consumer,United States,City,State,East,Technology,Accessories,Accessories Product,1788.48,6,0.0,-60.19
CA-2019-100100,2019-05-16,2019-05-17,Second Class,CU-9055,Customer 178,Consumer,United States,City,State,Central,Furniture,Bookcases,Bookcases Product,244.18,6,0.0,-9.82
CA-2019-100101,2019-03-04,2019-03-10,Same Day,CU-7092,Customer 95,Consumer,United States,City,State,East,Technology,Phones,Phones Product,1624.76,7,0.0,287.02
CA-2019-100102,2019-05-19,2019-05-25,Second Class,CU-7034,Customer 208,Consumer,United States,City,State,West,Technology,Laptops,Laptops Product,1556.87,5,0.0,-64.92
CA-2019-100103,2019-03-22,2019-03-25,Same Day,CU-1209,Customer 376,Corporate,United States,City,State,West,Technology,Phones,Phones Product,1540.7,1,0.0,-59.89
CA-2019-100104,2019-06-12,2019-06-14,First Class,CU-3787,Customer 163,Home Office,United States,City,State,South,Furniture,Chairs,Chairs Product,151.76,3,0.2,40.18
CA-2019-100105,2019-10-16,2019-10-19,Same Day,CU-2831,Customer 449,Consumer,United States,City,State,West,Furniture,Tables,Tables Product,1537.34,9,0.2,-177.26
CA-2019-100106,2019-09-18,2019-09-21,Standard Class,CU-5722,Customer 365,Corporate,United States,City,State,South,Technology,Laptops,Laptops Product,1765.53,4,0.2,473.16
CA-2019-100107,2019-08-19,2019-08-23,First Class,CU-4670,Customer 270,Home Office,United States,City,State,South,Furniture,Furnishings,Furnishings Product,1423.98,3,0.0,249.76
CA-2019-100108,2019-02-10,2019-02-11,Standard Class,CU-1502,Customer 316,Corporate,United States,City,State,West,Technology,Accessories,Accessories Product,1525.26,5,0.2,-292.96
CA-2019-100109,2019-01-28,2019-01-31,Standard Class,CU-5018,Customer 306,Home Office,United States,City,State,East,Technology,Laptops,Laptops Product,1392.04,8,0.1,18.02
CA-2019-100110,2019-05-15,2019-05-20,First Class,CU-3634,Customer 209,Home Office,United States,City,State,Central,Office Supplies,Storage,Storage Product,1806.59,8,0.3,-311.83
CA-2019-100111,2019-07-20,2019-07-25,Same Day,CU-6876,Customer 469,Corporate,United States,City,State,Central,Office Supplies,Storage,Storage Product,1919.39,3,0.0,393.61
CA-2019-100112,2019-11-24,2019-11-30,First Class,CU-9370,Customer 288,Corporate,United States,City,State,East,Office Supplies,Storage,Storage Product,1209.49,2,0.0,-161.18
CA-2019-100113,2019-09-25,2019-09-29,Same Day,CU-4659,Customer 137,Consumer,United States,City,State,Central,Furniture,Furnishings,Furnishings Product,1484.57,6,0.1,387.04
CA-2019-100114,2019-02-02,2019-02-03,Second Class,CU-6189,Customer 338,Home Office,United States,City,State,South,Furniture,Tables,Tables Product,1498.01,8,0.1,420.48
CA-2019-100115,2019-02-17,2019-02-18,Standard Class,CU-9625,Customer 288,Corporate,United States,City,State,Central,Furniture,Bookcases,Bookcases Product,1872.8,3,0.0,242.92
CA-2019-100116,2019-03-03,2019-03-09,Second Class,CU-1832,Customer 285,Consumer,United States,City,State,West,Furniture,Chairs,Chairs Product,1439.45,3,0.1,50.37
CA-2019-100117,2019-08-04,2019-08-09,Standard Class,CU-5233,Customer 66,Corporate,United States,City,State,South,Technology,Accessories,Accessories Product,685.39,4,0.2,119.81
CA-2019-100118,2019-10-20,2019-10-22,First Class,CU-2234,Customer 302,Corporate,United States,City,State,East,Furniture,Furnishings,Furnishings Product,30.96,5,0.3,-1.65
CA-2019-100119,2019-04-09,2019-04-13,Second Class,CU-2538,Customer 347,Consumer,United States,City,State,Central,Furniture,Bookcases,Bookcases Product,1100.12,6,0.3,305.09
CA-2019-100120,2019-06-21,2019-06-27,Same Day,CU-5094,Customer 24,Consumer,United States,City,State,East,Office Supplies,Labels,Labels Product,1363.43,5,0.2,-93.07
CA-2019-100121,2019-12-26,2019-12-30,First Class,CU-5962,Customer 410,Consumer,United States,City,State,Central,Furniture,Bookcases,Bookcases Product,1440.32,1,0.1,76.67
CA-2019-100122,2019-08-02,2019-08-07,First Class,CU-4424,Customer 423,Consumer,United States,City,State,Central,Technology,Accessories,Accessories Product,865.86,2,0.3,-16.23
CA-2019-100123,2019-02-04,2019-02-09,First Class,CU-3314,Customer 317,Consumer,United States,City,State,South,Furniture,Tables,Tables Product,826.65,9,0.1,64.78
CA-2019-100124,2019-08-15,2019-08-17,First Class,CU-7884,Customer 86,Corporate,United States,City,State,South,Office Supplies,Labels,Labels Product,416.37,1,0.1,26.69
CA-2019-100125,2019-04-11,2019-04-13,First Class,CU-5023,Customer 111,Consumer,United States,City,State,South,Office Supplies,Binders,Binders Product,825.24,3,0.2,16.3
CA-2019-100126,2019-05-11,2019-05-12,Second Class,CU-1232,Customer 391,Home Office,United States,City,State,South,Office Supplies,Storage,Storage Product,71.48,8,0.0,-13.81
CA-2019-100127,2019-09-14,2019-09-18,Standard Class,CU-1889,Customer 223,Corporate,United States,City,State,East,Technology,Laptops,Laptops Product,274.81,8,0.1,1.45
CA-2019-100128,2019-01-05,2019-01-09,Second Class,CU-8624,Customer 135,Corporate,United States,City,State,South,Furniture,Tables,Tables Product,752.43,7,0.3,-77.61
CA-2019-100129,2019-08-06,2019-08-11,Standard Class,CU-3415,Customer 436,Corporate,United States,City,State,South,Furniture,Furnishings,Furnishings Product,1784.69,9,0.1,420.53
CA-2019-100130,2019-09-12,2019-09-13,Same Day,CU-5578,Customer 31,Consumer,United States,City,State,West,Office Supplies,Binders,Binders Product,1494.61,3,0.1,111.81
CA-2019-100131,2019-12-25,2019-12-31,Same Day,CU-9090,Customer 247,Home Office,United States,City,State,South,Technology,Laptops,Laptops Product,1890.21,6,0.0,0.15
CA-2019-100132,2019-10-10,2019-10-14,Standard Class,CU-4891,Customer 163,Corporate,United States,City,State,East,Technology,Laptops,Laptops Product,1413.59,3,0.0,-0.63
CA-2019-100133,2019-07-26,2019-07-27,First Class,CU-2884,Customer 88,Consumer,United States,City,State,Central,Technology,Laptops,Laptops Product,1519.2,7,0.2,-270.31
CA-2019-100134,2019-01-15,2019-01-16,Standard Class,CU-1646,Customer 1,Consumer,United States,City,State,South,Technology,Laptops,Laptops Product,1340.02,9,0.2,92.12
CA-2019-100135,2019-12-12,2019-12-17,Second Class,CU-7539,Customer 351,Corporate,United States,City,State,South,Furniture,Tables,Tables Product,246.92,7,0.2,30.07
CA-2019-100136,2019-02-11,2019-02-12,Standard Class,CU-3670,Customer 168,Consumer,United States,City,State,South,Technology,Phones,Phones Product,525.03,4,0.0,-77.23
CA-2019-100137,2019-06-28,2019-06-30,Standard Class,CU-9630,Customer 19,Home Office,United States,City,State,East,Furniture,Bookcases,Bookcases Product,1195.46,6,0.3,-216.77
CA-2019-100138,2019-03-04,2019-03-06,Standard Class,CU-1496,Customer 440,Consumer,United States,City,State,West,Technology,Laptops,Laptops Product,1128.7,7,0.1,282.89
CA-2019-100139,2019-12-18,2019-12-21,First Class,CU-9741,Customer 131,Corporate,United States,City,State,Central,Technology,Phones,Phones Product,694.73,2,0.2,-116.97
CA-2019-100140,2019-08-19,2019-08-24,Same Day,CU-1755,Customer 423,Consumer,United States,City,State,South,Technology,Laptops,Laptops Product,304.87,5,0.1,55.38
CA-2019-100141,2019-08-29,2019-09-04,Second Class,CU-2316,Customer 475,Corporate,United States,City,State,Central,Technology,Phones,Phones Product,1378.22,5,0.0,14.01
CA-2019-100142,2019-02-21,2019-02-24,Standard Class,CU-2912,Customer 329,Consumer,United States,City,State,East,Office Supplies,Labels,Labels Product,1812.17,6,0.2,466.5
CA-2019-100143,2019-04-06,2019-04-08,Same Day,CU-3515,Customer 320,Corporate,United States,City,State,East,Technology,Phones,Phones Product,425.96,3,0.2,10.06
CA-2019-100144,2019-08-10,2019-08-13,Second Class,CU-1660,Customer 204,Home Office,United States,City,State,West,Furniture,Tables,Tables Product,1321.23,2,0.2,168.31
CA-2019-100145,2019-08-19,2019-08-24,First Class,CU-8416,Customer 498,Consumer,United States,City,State,West,Furniture,Tables,Tables Product,549.95,2,0.3,-38.62
CA-2019-100146,2019-08-25,2019-08-30,First Class,CU-8607,Customer 436,Consumer,United States,City,State,West,Office Supplies,Labels,Labels Product,196.03,8,0.1,-29.21
CA-2019-100147,2019-05-23,2019-05-24,Standard Class,CU-3722,Customer 236,Corporate,United States,City,State,South,Technology,Laptops,Laptops Product,117.68,7,0.1,2.83
CA-2019-100148,2019-06-20,2019-06-24,Second Class,CU-7857,Customer 279,Home Office,United States,City,State,South,Office Supplies,Binders,Binders Product,1237.37,4,0.1,199.8
CA-2019-100149,2019-01-29,2019-01-30,Standard Class,CU-9252,Customer 125,Home Office,United States,City,State,West,Office Supplies,Paper,Paper Product,911.57,2,0.2,2.77
CA-2019-100150,2019-02-05,2019-02-10,Second Class,CU-8042,Customer 82,Home Office,United States,City,State,West,Technology,Accessories,Accessories Product,1588.82,7,0.0,313.3
CA-2019-100151,2019-01-13,2019-01-15,First Class,CU-7651,Customer 33,Corporate,United States,City,State,East,Furniture,Chairs,Chairs Product,540.21,3,0.1,131.77
CA-2019-100152,2019-06-09,2019-06-15,Standard Class,CU-2055,Customer 319,Home Office,United States,City,State,East,Furniture,Furnishings,Furnishings Product,1423.42,1,0.1,-194.07
CA-2019-100153,2019-11-23,2019-11-25,Same Day,CU-2830,Customer 279,Corporate,United States,City,State,Central,Technology,Accessories,Accessories Product,370.48,5,0.0,14.94
CA-2019-100154,2019-07-06,2019-07-07,Same Day,CU-1144,Customer 340,Corporate,United States,City,State,Central,Furniture,Furnishings,Furnishings Product,34.64,2,0.2,-2.8
CA-2019-100155,2019-08-31,2019-09-06,First Class,CU-6672,Customer 470,Corporate,United States,City,State,West,Technology,Accessories,Accessories Product,1432.3,9,0.1,204.73
CA-2019-100156,2019-03-27,2019-04-01,Standard Class,CU-6938,Customer 97,Home Office,United States,City,State,Central,Technology,Laptops,Laptops Product,287.98,6,0.0,48.78
CA-2019-100157,2019-10-11,2019-10-13,Same Day,CU-8933,Customer 221,Corporate,United States,City,State,West,Office Supplies,Storage,Storage Product,1769.07,8,0.1,-24.23
CA-2019-100158,2019-03-07,2019-03-12,First Class,CU-9000,Customer 308,Home Office,United States,City,State,West,Furniture,Bookcases,Bookcases Product,170.66,9,0.0,29.71
CA-2019-100159,2019-06-19,2019-06-25,Second Class,CU-3865,Customer 14,Corporate,United States,City,State,South,Technology,Laptops,Laptops Product,1924.79,6,0.0,91.26
CA-2019-100160,2019-02-14,2019-02-20,Second Class,CU-5262,Customer 73,Home Office,United States,City,State,South,Technology,Accessories,Accessories Product,1328.41,6,0.1,-45.82
